filename,numberOfTapNotes,numberOfHoldNotes,numberOfSlideNotes,numberOfTouchNotes,numberOfBreakNotes,numberOfExNotes,numberOfTotalNotes,numberOfAllTapNotes,Density,totalPlayerLength,breakScoreValue
000030_00.txt,162,4,7,0,4,0,177,170,6.19,28.6,0.12
000030_01.txt,210,23,4,0,4,0,241,237,8.33,28.95,0.12
000030_02.txt,259,4,10,0,8,0,281,271,10.75,26.14,0.06
000030_03.txt,283,36,11,0,16,0,346,335,19.15,18.07,0.03
000031_00.txt,118,8,7,0,2,0,135,128,3.17,42.53,0.25
000031_01.txt,172,20,8,0,4,0,204,196,5.96,34.21,0.12
000031_02.txt,255,9,14,0,2,0,280,266,10.06,27.84,0.25
000031_03.txt,293,23,12,0,16,0,344,332,19.02,18.08,0.03
000035_00.txt,153,2,3,0,6,0,164,161,5.47,30.0,0.08
000035_01.txt,203,1,12,0,6,0,222,210,8.13,27.32,0.08
000035_02.txt,341,14,11,0,4,0,370,359,22.46,16.47,0.12
000035_03.txt,315,13,22,0,6,0,356,334,23.45,15.18,0.08
000038_00.txt,118,26,2,0,3,0,149,147,4.88,30.52,0.17
000038_01.txt,156,43,5,0,10,0,214,209,7.8,27.43,0.05
000038_02.txt,189,46,11,0,3,0,249,238,10.44,23.86,0.17
000038_03.txt,298,35,10,0,13,0,356,346,25.77,13.81,0.04
000040_00.txt,95,6,3,0,1,0,105,102,2.11,49.85,0.5
000040_01.txt,88,21,7,0,2,0,118,111,2.48,47.54,0.25
000040_02.txt,139,55,14,0,2,0,210,196,6.77,31.04,0.25
000040_03.txt,199,45,17,0,3,0,264,247,15.67,16.85,0.17
000042_00.txt,97,4,4,0,3,0,108,104,2.49,43.37,0.17
000042_01.txt,119,29,4,0,10,0,162,158,5.22,31.01,0.05
000042_02.txt,189,50,11,0,6,0,256,245,16.51,15.51,0.08
000042_03.txt,305,17,21,0,3,0,346,325,30.28,11.43,0.17
000044_00.txt,108,2,1,0,3,0,114,113,3.77,30.24,0.17
000044_01.txt,157,18,6,0,8,0,189,183,7.96,23.74,0.06
000044_02.txt,240,27,9,0,4,0,280,271,13.17,21.26,0.12
000044_03.txt,236,27,30,0,4,0,297,267,19.05,15.59,0.12
000046_00.txt,105,0,7,0,2,0,114,107,2.92,39.0,0.25
000046_01.txt,213,7,3,0,7,0,230,227,10.14,22.69,0.07
000046_02.txt,199,50,5,0,6,0,260,255,10.75,24.19,0.08
000046_03.txt,319,34,14,0,14,0,381,367,31.75,12.0,0.04
000047_00.txt,127,11,12,0,2,0,152,140,2.8,54.35,0.25
000047_01.txt,178,29,5,0,19,0,231,226,9.03,25.58,0.03
000047_02.txt,312,12,20,0,32,0,376,356,14.17,26.53,0.02
000047_03.txt,325,32,50,0,21,0,428,378,18.07,23.68,0.02
000053_00.txt,120,8,4,0,2,0,134,130,4.23,31.7,0.25
000053_01.txt,177,15,6,0,1,0,199,193,6.14,32.41,0.5
000053_02.txt,179,39,8,0,4,0,230,222,13.77,16.71,0.12
000053_03.txt,349,21,1,0,4,0,375,374,28.7,13.07,0.12
000056_00.txt,222,2,4,0,2,0,230,226,5.74,40.07,0.25
000056_01.txt,314,6,12,0,2,0,334,322,8.12,41.16,0.25
000056_02.txt,413,0,5,0,8,0,426,421,15.39,27.68,0.06
000056_03.txt,514,1,11,0,16,0,542,531,31.0,17.48,0.03
000058_00.txt,83,16,5,0,6,0,110,105,1.61,68.45,0.08
000058_01.txt,122,38,9,0,6,0,175,166,3.43,51.02,0.08
000058_02.txt,219,89,30,0,3,0,341,311,10.91,31.27,0.17
000058_03.txt,254,57,75,0,12,0,398,323,16.03,24.82,0.04
000058_04.txt,383,49,86,0,22,0,540,454,24.98,21.62,0.02
000061_00.txt,181,9,4,0,3,0,197,193,6.13,32.14,0.17
000061_01.txt,258,14,6,0,8,0,286,280,15.58,18.36,0.06
000061_02.txt,352,27,19,0,4,0,402,383,28.86,13.93,0.12
000061_03.txt,230,94,12,0,15,0,351,339,29.87,11.75,0.03
000061_04.txt,591,39,129,0,11,0,770,641,76.45,10.07,0.05
000062_00.txt,105,14,4,0,2,0,125,121,2.33,53.57,0.25
000062_01.txt,142,21,13,0,27,0,203,190,6.32,32.1,0.02
000062_02.txt,125,25,43,0,12,0,205,162,5.53,37.08,0.04
000062_03.txt,146,36,45,0,8,0,235,190,7.62,30.83,0.06
000062_04.txt,327,31,61,0,40,0,459,398,22.81,20.12,0.01
000063_00.txt,154,26,10,0,2,0,192,182,4.92,39.0,0.25
000063_01.txt,175,9,10,0,3,0,197,187,5.82,33.86,0.17
000063_02.txt,203,44,19,0,8,0,274,255,9.2,29.79,0.06
000063_03.txt,241,52,26,0,4,0,323,297,12.3,26.25,0.12
000064_00.txt,177,19,8,0,6,0,210,202,4.77,44.0,0.08
000064_01.txt,209,33,8,0,3,0,253,245,8.77,28.84,0.17
000064_02.txt,251,60,11,0,4,0,326,315,10.98,29.69,0.12
000064_03.txt,357,24,7,0,36,0,424,417,28.91,14.67,0.01
000065_00.txt,192,20,6,0,4,0,222,216,5.32,41.74,0.12
000065_01.txt,155,20,6,0,8,0,189,183,5.35,35.33,0.06
000065_02.txt,235,31,18,0,7,0,291,273,8.72,33.37,0.07
000065_03.txt,265,29,33,0,4,0,331,298,10.0,33.11,0.12
000065_04.txt,205,28,110,0,6,0,349,239,8.56,40.76,0.08
000066_00.txt,137,17,14,0,2,0,170,156,3.64,46.67,0.25
000066_01.txt,212,32,10,0,4,0,258,248,9.68,26.67,0.12
000066_02.txt,280,27,17,0,4,0,328,311,11.47,28.6,0.12
000066_03.txt,416,0,20,0,28,0,464,444,29.72,15.61,0.02
000066_04.txt,461,62,100,0,13,0,636,536,59.43,10.7,0.04
000067_00.txt,128,6,8,0,4,0,146,138,2.69,54.32,0.12
000067_01.txt,142,49,5,0,9,0,205,200,6.07,33.79,0.06
000067_02.txt,209,52,13,0,4,0,278,265,9.08,30.63,0.12
000067_03.txt,258,91,17,0,13,0,379,362,17.36,21.83,0.04
000068_00.txt,157,15,5,0,2,0,179,174,3.86,46.36,0.25
000068_01.txt,154,49,7,0,1,0,211,204,5.13,41.14,0.5
000068_02.txt,221,31,16,0,7,0,275,259,10.08,27.27,0.07
000068_03.txt,293,33,29,0,16,0,371,342,28.23,13.14,0.03
000069_00.txt,186,7,4,0,3,0,200,196,6.79,29.44,0.17
000069_01.txt,234,45,5,0,4,0,288,283,9.54,30.19,0.12
000069_02.txt,236,75,18,0,4,0,333,315,11.46,29.07,0.12
000069_03.txt,381,48,20,0,8,0,457,437,20.96,21.8,0.06
000070_00.txt,139,13,2,0,3,0,157,155,7.48,21.0,0.17
000070_01.txt,149,26,5,0,5,0,185,180,9.71,19.05,0.1
000070_02.txt,282,18,18,0,14,0,332,314,27.67,12.0,0.04
000070_03.txt,564,27,37,0,20,0,648,611,90.77,7.14,0.03
000070_04.txt,450,63,118,0,96,0,727,609,38.85,18.71,0.01
000071_00.txt,191,4,4,0,3,0,202,198,4.01,50.34,0.17
000071_01.txt,196,10,11,0,12,0,229,218,8.14,28.12,0.04
000071_02.txt,297,35,11,0,13,0,356,345,10.48,33.96,0.04
000071_03.txt,422,7,17,0,8,0,454,437,19.51,23.27,0.06
000071_04.txt,395,26,127,0,23,0,571,444,26.91,21.22,0.02
000073_00.txt,147,12,3,0,3,0,165,162,4.52,36.48,0.17
000073_01.txt,230,12,12,0,4,0,258,246,7.41,34.81,0.12
000073_02.txt,227,34,18,0,9,0,288,270,10.58,27.22,0.06
000073_03.txt,338,21,15,0,7,0,381,366,30.04,12.69,0.07
000075_00.txt,109,21,12,0,4,0,146,134,2.09,69.94,0.12
000075_01.txt,242,16,18,0,11,0,287,269,7.15,40.11,0.05
000075_02.txt,398,12,4,0,128,0,542,538,32.93,16.46,0.0
000075_03.txt,530,12,50,0,15,0,607,557,42.41,14.31,0.03
000076_00.txt,132,8,4,0,8,0,152,148,3.82,39.75,0.06
000076_01.txt,175,31,5,0,9,0,220,215,5.99,36.75,0.06
000076_02.txt,375,30,23,0,11,0,439,416,18.44,23.81,0.05
000076_03.txt,438,56,12,0,11,0,517,505,24.29,21.28,0.05
000077_00.txt,135,14,10,0,6,0,165,155,3.8,43.47,0.08
000077_01.txt,140,53,6,0,9,0,208,202,5.71,36.43,0.06
000077_02.txt,250,74,13,0,7,0,344,331,19.26,17.86,0.07
000077_03.txt,366,59,37,0,12,0,474,437,30.76,15.41,0.04
000078_00.txt,109,14,7,0,4,0,134,127,2.26,59.33,0.12
000078_01.txt,217,16,7,0,3,0,243,236,5.83,41.68,0.17
000078_02.txt,262,41,16,0,12,0,331,315,9.03,36.64,0.04
000078_03.txt,368,43,33,0,8,0,452,419,14.73,30.69,0.06
000079_00.txt,97,5,9,0,9,0,120,111,2.79,43.0,0.06
000079_01.txt,137,11,14,0,9,0,171,157,6.11,28.0,0.06
000079_02.txt,170,34,7,0,5,0,216,209,9.24,23.38,0.1
000079_03.txt,213,38,27,0,13,0,291,264,22.82,12.75,0.04
000080_00.txt,133,9,7,0,6,0,155,148,2.67,58.15,0.08
000080_01.txt,181,8,10,0,11,0,210,200,4.48,46.85,0.05
000080_02.txt,246,63,12,0,10,0,331,319,9.96,33.23,0.05
000080_03.txt,438,10,35,0,29,0,512,477,18.86,27.15,0.02
000080_04.txt,424,8,127,0,24,0,583,456,23.68,24.62,0.02
000081_00.txt,126,17,0,0,3,0,146,146,4.48,32.57,0.17
000081_01.txt,225,30,2,0,6,0,263,261,8.65,30.39,0.08
000081_02.txt,285,86,11,0,2,0,384,373,22.24,17.27,0.25
000081_03.txt,348,81,21,0,7,0,457,436,27.24,16.78,0.07
000081_04.txt,414,116,77,0,14,0,621,544,44.11,14.08,0.04
000082_00.txt,68,21,7,0,1,0,97,90,2.49,39.01,0.5
000082_01.txt,203,20,5,0,13,0,241,236,6.34,37.99,0.04
000082_02.txt,274,61,26,0,34,0,395,369,18.56,21.28,0.01
000082_03.txt,456,29,50,0,14,0,549,499,28.69,19.14,0.04
000083_00.txt,104,14,8,0,4,0,130,122,2.51,51.77,0.12
000083_01.txt,260,15,4,0,4,0,283,279,13.99,20.23,0.12
000083_02.txt,390,33,10,0,13,0,446,436,28.86,15.45,0.04
000083_03.txt,396,46,25,0,9,0,476,451,31.33,15.19,0.06
000084_00.txt,125,9,3,0,4,0,141,138,3.58,39.4,0.12
000084_01.txt,216,20,5,0,2,0,243,238,6.44,37.73,0.25
000084_02.txt,216,27,34,0,10,0,287,253,8.44,33.99,0.05
000084_03.txt,295,28,66,0,2,0,391,325,12.74,30.68,0.25
000085_00.txt,107,5,3,0,4,0,119,116,4.82,24.67,0.12
000085_01.txt,137,12,12,0,9,0,170,158,5.6,30.33,0.06
000085_02.txt,270,26,8,0,14,0,318,310,26.02,12.22,0.04
000085_03.txt,298,3,73,0,12,0,386,313,44.25,8.72,0.04
000085_04.txt,424,17,59,0,46,0,546,487,85.46,6.39,0.01
000100_00.txt,113,13,8,0,4,0,138,130,3.45,40.0,0.12
000100_01.txt,159,36,17,0,13,0,225,208,4.25,53.0,0.04
000100_02.txt,232,53,47,0,3,0,335,288,6.86,48.8,0.17
000100_03.txt,260,79,29,0,16,0,384,355,13.81,27.8,0.03
000100_04.txt,365,35,69,0,4,0,473,404,21.31,22.2,0.12
000101_00.txt,107,7,3,0,11,0,128,125,3.09,41.4,0.05
000101_01.txt,236,20,10,0,10,0,276,266,10.38,26.6,0.05
000101_02.txt,200,55,13,0,9,0,277,264,9.75,28.4,0.06
000101_03.txt,443,19,9,0,28,0,499,490,60.12,8.3,0.02
000102_00.txt,131,0,4,0,4,0,139,135,3.44,40.35,0.12
000102_01.txt,248,36,12,0,21,0,317,305,9.07,34.96,0.02
000102_02.txt,238,73,59,0,17,0,387,328,10.06,38.45,0.03
000102_03.txt,495,24,36,0,9,0,564,528,27.38,20.6,0.06
000106_00.txt,95,20,7,0,5,0,127,120,2.39,53.24,0.1
000106_01.txt,286,10,2,0,16,0,314,312,10.47,30.0,0.03
000106_02.txt,258,50,22,0,5,0,335,313,9.65,34.71,0.1
000106_03.txt,381,21,61,0,33,0,496,435,25.68,19.31,0.02
000107_00.txt,125,7,5,0,6,0,143,138,4.05,35.29,0.08
000107_01.txt,166,48,4,0,8,0,226,222,8.92,25.32,0.06
000107_02.txt,176,24,57,0,16,0,273,216,6.54,41.74,0.03
000107_03.txt,390,35,16,0,9,0,450,434,22.17,20.29,0.06
000107_04.txt,522,29,56,0,17,0,624,568,44.62,13.99,0.03
000108_00.txt,101,12,4,0,6,0,123,119,2.67,46.08,0.08
000108_01.txt,196,19,4,0,4,0,223,219,7.94,28.08,0.12
000108_02.txt,264,31,12,0,8,0,315,303,11.12,28.32,0.06
000108_03.txt,228,26,47,0,7,0,308,261,13.1,23.52,0.07
000109_00.txt,180,23,2,0,1,0,206,204,3.36,61.38,0.5
000109_01.txt,284,35,9,0,6,0,334,325,6.75,49.5,0.08
000109_02.txt,416,54,3,0,12,0,485,482,11.74,41.31,0.04
000109_03.txt,435,92,62,0,9,0,598,536,14.16,42.23,0.06
000110_00.txt,98,12,4,0,5,0,119,115,1.93,61.75,0.1
000110_01.txt,205,43,4,0,13,0,265,261,9.68,27.37,0.04
000110_02.txt,174,44,69,0,3,0,290,221,7.66,37.88,0.17
000110_03.txt,370,96,35,0,1,0,502,467,40.04,12.54,0.5
000111_00.txt,123,2,6,0,4,0,135,129,3.56,37.92,0.12
000111_01.txt,251,19,6,0,9,0,285,279,10.18,28.0,0.06
000111_02.txt,244,79,15,0,2,0,340,325,10.14,33.54,0.25
000111_03.txt,316,73,36,0,3,0,428,392,16.59,25.8,0.17
000111_04.txt,475,43,64,0,29,0,611,547,30.39,20.1,0.02
000112_00.txt,176,11,8,0,11,0,206,198,5.2,39.6,0.05
000112_01.txt,320,20,4,0,18,0,362,358,12.89,28.08,0.03
000112_02.txt,475,22,15,0,27,0,539,524,23.64,22.8,0.02
000112_03.txt,535,20,70,0,54,0,679,609,42.4,16.01,0.01
000113_00.txt,88,10,4,0,4,0,106,102,2.44,43.43,0.12
000113_01.txt,225,6,11,0,4,0,246,235,9.16,26.86,0.12
000113_02.txt,515,1,8,0,10,0,534,526,56.64,9.43,0.05
000113_03.txt,473,16,10,0,14,0,513,503,48.53,10.57,0.04
000114_00.txt,148,4,9,0,5,0,166,157,3.33,49.92,0.1
000114_01.txt,151,24,10,0,1,0,186,176,4.71,39.48,0.5
000114_02.txt,47,147,7,0,7,0,208,201,6.96,29.88,0.07
000114_03.txt,421,23,6,0,14,0,464,458,32.4,14.32,0.04
000115_00.txt,122,7,7,0,1,0,137,130,2.07,66.23,0.5
000115_01.txt,273,13,12,0,12,0,310,298,7.43,41.72,0.04
000115_02.txt,400,34,10,0,2,0,446,436,26.17,17.05,0.25
000115_03.txt,739,6,38,0,2,0,785,747,56.1,13.99,0.25
000115_04.txt,798,22,71,0,10,0,901,830,61.53,14.64,0.05
000116_00.txt,103,9,6,0,5,0,123,117,1.85,66.53,0.1
000116_01.txt,249,42,24,0,8,0,323,299,7.84,41.22,0.06
000116_02.txt,273,59,37,0,19,0,388,351,16.44,23.6,0.03
000116_03.txt,366,68,59,0,7,0,500,441,20.76,24.08,0.07
000117_00.txt,109,12,6,0,5,0,132,126,2.26,58.33,0.1
000117_01.txt,189,33,11,0,5,0,238,227,4.81,49.44,0.1
000117_02.txt,345,25,33,0,6,0,409,376,13.51,30.28,0.08
000117_03.txt,257,33,94,0,5,0,389,295,13.03,29.86,0.1
000118_00.txt,135,4,4,0,7,0,150,146,3.97,37.83,0.07
000118_01.txt,179,14,3,0,26,0,222,219,8.51,26.09,0.02
000118_02.txt,302,8,4,0,23,0,337,333,17.92,18.8,0.02
000118_03.txt,356,26,8,0,23,0,413,405,36.19,11.41,0.02
000119_00.txt,106,9,10,0,8,0,133,123,2.77,48.0,0.06
000119_01.txt,160,23,6,0,16,0,205,199,5.54,37.03,0.03
000119_02.txt,212,43,39,0,20,0,314,275,13.49,23.28,0.03
000119_03.txt,314,34,46,0,20,0,414,368,25.99,15.93,0.03
000120_00.txt,77,1,10,0,3,0,91,81,2.51,36.21,0.17
000120_01.txt,89,19,12,0,6,0,126,114,3.95,31.93,0.08
000120_02.txt,105,34,49,0,6,0,194,145,6.56,29.57,0.08
000120_03.txt,194,0,64,0,10,0,268,204,10.69,25.07,0.05
000121_00.txt,146,5,3,0,7,0,161,158,3.2,50.24,0.07
000121_01.txt,170,32,10,0,16,0,228,218,4.31,52.93,0.03
000121_02.txt,315,21,33,0,20,0,389,356,13.75,28.29,0.03
000121_03.txt,303,43,39,0,29,0,414,375,19.07,21.71,0.02
000122_00.txt,103,16,1,0,4,0,124,123,3.53,35.17,0.12
000122_01.txt,223,53,1,0,9,0,286,285,15.05,19.0,0.06
000122_02.txt,239,61,40,0,8,0,348,308,18.0,19.33,0.06
000122_03.txt,270,94,18,0,19,0,401,383,19.62,20.44,0.03
000125_00.txt,144,6,5,0,4,0,159,154,3.19,49.87,0.12
000125_01.txt,231,34,1,0,11,0,277,276,8.41,32.92,0.05
000125_02.txt,235,64,17,0,20,0,336,319,12.87,26.1,0.03
000125_03.txt,556,27,45,0,9,0,637,592,46.71,13.64,0.06
000128_00.txt,49,25,6,0,1,0,81,75,1.89,42.96,0.5
000128_01.txt,62,37,22,0,2,0,123,101,2.31,53.3,0.25
000128_02.txt,95,59,37,0,3,0,194,157,9.58,20.24,0.17
000128_03.txt,229,80,32,0,5,0,346,314,28.43,12.17,0.1
000130_00.txt,106,5,9,0,9,0,129,120,3.67,35.19,0.06
000130_01.txt,211,20,8,0,8,0,247,239,10.98,22.5,0.06
000130_02.txt,279,31,12,0,8,0,330,318,26.9,12.27,0.06
000130_03.txt,375,29,36,0,29,0,469,433,39.88,11.76,0.02
000131_00.txt,110,5,4,0,5,0,124,120,3.84,32.27,0.1
000131_01.txt,145,19,7,0,3,0,174,167,6.51,26.72,0.17
000131_02.txt,253,31,23,0,7,0,314,291,27.54,11.4,0.07
000131_03.txt,208,14,73,0,13,0,308,235,20.64,14.92,0.04
000132_00.txt,132,8,2,0,3,0,145,143,4.54,31.92,0.17
000132_01.txt,167,16,8,0,3,0,194,186,6.0,32.31,0.17
000132_02.txt,361,26,11,0,4,0,402,391,39.44,10.19,0.12
000132_03.txt,356,26,55,0,8,0,445,390,50.74,8.77,0.06
000133_00.txt,104,24,7,0,7,0,142,135,3.95,35.94,0.07
000133_01.txt,160,24,2,0,6,0,192,190,5.98,32.11,0.08
000133_02.txt,324,15,22,0,14,0,375,353,21.14,17.74,0.04
000133_03.txt,373,5,51,0,16,0,445,394,32.76,13.58,0.03
000133_04.txt,487,25,57,0,39,0,608,551,53.04,11.46,0.01
000134_00.txt,63,6,3,0,3,0,75,72,1.89,39.69,0.17
000134_01.txt,66,49,5,0,2,0,122,117,4.15,29.41,0.25
000134_02.txt,167,39,9,0,9,0,224,215,10.44,21.46,0.06
000134_03.txt,180,30,67,0,9,0,286,219,16.59,17.24,0.06
000134_04.txt,292,23,57,0,15,0,387,330,27.77,13.94,0.03
000135_00.txt,72,9,4,0,3,0,88,84,2.28,38.54,0.17
000135_01.txt,161,22,16,0,8,0,207,191,7.48,27.68,0.06
000135_02.txt,112,58,28,0,11,0,209,181,9.42,22.2,0.05
000135_03.txt,218,34,54,0,3,0,309,255,26.96,11.46,0.17
000136_00.txt,91,16,8,0,4,0,119,111,2.86,41.6,0.12
000136_01.txt,118,16,12,0,10,0,156,144,4.59,34.0,0.05
000136_02.txt,283,7,9,0,2,0,301,292,25.95,11.6,0.25
000136_03.txt,222,35,71,0,4,0,332,261,18.04,18.4,0.12
000137_00.txt,95,15,5,0,2,0,117,112,4.02,29.08,0.25
000137_01.txt,125,13,12,0,4,0,154,142,5.8,26.54,0.12
000137_02.txt,189,11,56,0,8,0,264,208,17.33,15.23,0.06
000137_03.txt,236,58,39,0,4,0,337,298,27.3,12.35,0.12
000138_00.txt,108,15,4,0,2,0,129,125,4.08,31.59,0.25
000138_01.txt,159,14,5,0,4,0,182,177,10.4,17.5,0.12
000138_02.txt,248,22,14,0,11,0,295,281,25.08,11.76,0.05
000138_03.txt,383,4,61,0,16,0,464,403,58.33,7.95,0.03
000139_00.txt,166,9,6,0,7,0,188,182,5.76,32.67,0.07
000139_01.txt,193,25,2,0,5,0,225,223,6.84,32.92,0.1
000139_02.txt,361,20,19,0,6,0,406,387,18.99,21.38,0.08
000139_03.txt,421,8,28,0,7,0,464,436,29.78,15.58,0.07
000140_00.txt,105,10,2,0,1,0,118,116,4.12,28.65,0.5
000140_01.txt,187,18,5,0,2,0,212,207,8.86,23.93,0.25
000140_02.txt,180,42,10,0,9,0,241,231,12.77,18.88,0.06
000140_03.txt,257,44,47,0,5,0,353,306,19.04,18.54,0.1
000141_00.txt,100,16,3,0,3,0,122,119,4.69,26.04,0.17
000141_01.txt,124,36,7,0,6,0,173,166,6.7,25.83,0.08
000141_02.txt,219,31,15,0,7,0,272,257,15.97,17.04,0.07
000141_03.txt,515,22,12,0,11,0,560,548,56.2,9.96,0.05
000142_00.txt,100,2,2,0,4,0,108,106,2.81,38.45,0.12
000142_01.txt,151,23,3,0,6,0,183,180,10.13,18.06,0.08
000142_02.txt,278,32,2,0,10,0,322,320,21.77,14.79,0.05
000142_03.txt,231,43,37,0,28,0,339,302,37.76,8.98,0.02
000143_00.txt,76,7,6,0,2,0,91,85,2.55,35.67,0.25
000143_01.txt,96,37,7,0,2,0,142,135,6.82,20.83,0.25
000143_02.txt,230,50,12,0,2,0,294,282,27.56,10.67,0.25
000143_03.txt,651,0,2,0,2,0,655,653,78.34,8.36,0.25
000143_04.txt,425,19,176,0,3,0,623,447,55.79,11.17,0.17
000144_00.txt,114,7,3,0,6,0,130,127,3.53,36.79,0.08
000144_01.txt,165,31,2,0,6,0,204,202,6.95,29.34,0.08
000144_02.txt,198,32,11,0,6,0,247,236,9.44,26.17,0.08
000144_03.txt,363,18,1,0,15,0,397,396,35.9,11.06,0.03
000144_04.txt,418,20,39,0,15,0,492,453,44.49,11.06,0.03
000145_00.txt,59,6,7,0,4,0,76,69,2.66,28.59,0.12
000145_01.txt,127,8,16,0,8,0,159,143,7.26,21.91,0.06
000145_02.txt,128,66,32,0,4,0,230,198,14.76,15.59,0.12
000145_03.txt,151,87,40,0,1,0,279,239,19.1,14.61,0.5
000145_04.txt,261,38,87,0,3,0,389,302,32.87,11.84,0.17
000146_00.txt,86,31,5,0,4,0,126,121,3.69,34.11,0.12
000146_01.txt,159,45,8,0,6,0,218,210,6.98,31.24,0.08
000146_02.txt,196,78,15,0,8,0,297,282,14.09,21.09,0.06
000146_03.txt,374,55,40,0,43,0,512,472,33.56,15.26,0.01
000146_04.txt,380,66,90,0,39,0,575,485,36.26,15.86,0.01
000147_00.txt,62,20,7,0,4,0,93,86,1.61,57.92,0.12
000147_01.txt,99,45,7,0,14,0,165,158,4.27,38.65,0.04
000147_02.txt,113,72,16,0,12,0,213,197,6.82,31.25,0.04
000147_03.txt,257,28,46,0,14,0,345,299,17.05,20.23,0.04
000152_00.txt,82,22,6,0,5,0,115,109,2.66,43.2,0.1
000152_01.txt,142,64,7,0,4,0,217,210,7.27,29.85,0.12
000152_02.txt,268,68,16,0,11,0,363,347,13.1,27.71,0.05
000152_03.txt,312,39,73,0,24,0,448,375,22.12,20.25,0.02
000153_00.txt,91,24,7,0,4,0,126,119,2.67,47.12,0.12
000153_01.txt,147,33,15,0,10,0,205,190,5.23,39.17,0.05
000153_02.txt,330,72,34,0,23,0,459,425,28.07,16.35,0.02
000153_03.txt,326,67,95,0,24,0,512,417,34.51,14.84,0.02
000154_00.txt,142,14,2,0,6,0,164,162,3.29,49.89,0.08
000154_01.txt,271,26,7,0,7,0,311,304,9.08,34.26,0.07
000154_02.txt,401,33,15,0,8,0,457,442,20.15,22.68,0.06
000154_03.txt,411,54,33,0,17,0,515,482,23.33,22.08,0.03
000155_00.txt,132,5,6,0,5,0,148,142,3.26,45.39,0.1
000155_01.txt,190,67,14,0,9,0,280,266,5.71,49.01,0.06
000155_02.txt,250,77,27,0,4,0,358,331,9.35,38.29,0.12
000155_03.txt,324,58,77,0,10,0,469,392,13.74,34.14,0.05
000155_04.txt,527,42,85,0,20,0,674,589,31.33,21.51,0.03
000157_00.txt,103,5,3,0,3,0,114,111,3.22,35.4,0.17
000157_01.txt,162,23,8,0,5,0,198,190,7.67,25.8,0.1
000157_02.txt,105,58,21,0,5,0,189,168,7.78,24.3,0.1
